# Code: cgiSensePlot.c v4.0 (sll - 13 February 2009 Build)
# from WWW Sensitivity Curve Generator located at:
#   http://www.srl.caltech.edu/~shane/sensitivity/MakeCurve.html
# EQUAL ARM Space Based Observatory Sensitivity Curve
# Polarization and All Sky Averaged
# 
# For this data file:
# SNR = 1.000000 
# Armlength = 2.500000e+09 	meters
# Optics diameter = 0.300000 	meters
# Wavelength = 1064.000000 	nanometers
# Laser power = 2.000000 Watts
# Optical train efficiency = 0.300000 
# Accleration noise = 3.000000e-15 m/(s^2 root Hz)
# Position noise = 1.000000e-11 m/(root Hz)
# Sensitivity Floor Set by Position Noise Budget
# Output Curve type is Root Spectral Density, per root Hz
# Astrophysical Noise is No White Dwarf Noise
#
#
#
# f [Hz] 	 hf [Hz^(-1/2)]
3.561832e-04    1.237262e-18
3.644823e-04    1.181562e-18
3.729747e-04    1.128370e-18
3.816651e-04    1.077573e-18
3.905577e-04    1.029064e-18
3.996578e-04    9.827377e-19
4.089697e-04    9.384981e-19
4.184987e-04    8.962503e-19
4.282498e-04    8.559042e-19
4.382280e-04    8.173752e-19
4.484387e-04    7.805811e-19
4.588874e-04    7.454434e-19
4.695794e-04    7.118884e-19
4.805206e-04    6.798439e-19
4.917167e-04    6.492429e-19
5.031738e-04    6.200192e-19
5.148976e-04    5.921124e-19
5.268949e-04    5.654616e-19
5.391715e-04    5.400114e-19
5.517341e-04    5.157075e-19
5.645896e-04    4.924978e-19
5.777444e-04    4.703339e-19
5.912059e-04    4.491681e-19
6.049810e-04    4.289557e-19
6.190771e-04    4.096538e-19
6.335016e-04    3.912213e-19
6.482622e-04    3.736192e-19
6.633666e-04    3.568104e-19
6.788231e-04    3.407588e-19
6.946397e-04    3.254305e-19
7.108249e-04    3.107929e-19
7.273870e-04    2.968152e-19
7.443352e-04    2.834673e-19
7.616783e-04    2.707212e-19
7.794252e-04    2.585499e-19
7.975859e-04    2.469272e-19
8.161697e-04    2.358287e-19
8.351864e-04    2.252309e-19
8.546462e-04    2.151112e-19
8.745595e-04    2.054480e-19
8.949368e-04    1.962210e-19
9.157887e-04    1.874105e-19
9.371265e-04    1.789979e-19
9.589617e-04    1.709652e-19
9.813056e-04    1.632954e-19
1.004170e-03    1.559724e-19
1.027567e-03    1.489804e-19
1.051509e-03    1.423046e-19
1.076010e-03    1.359310e-19
1.101081e-03    1.298460e-19
1.126736e-03    1.240366e-19
1.152989e-03    1.184905e-19
1.179853e-03    1.131960e-19
1.207344e-03    1.081417e-19
1.235475e-03    1.033171e-19
1.264262e-03    9.871178e-20
1.293719e-03    9.431604e-20
1.323863e-03    9.012053e-20
1.354709e-03    8.611634e-20
1.386273e-03    8.229496e-20
1.418573e-03    7.864830e-20
1.451626e-03    7.516859e-20
1.485449e-03    7.184843e-20
1.520060e-03    6.868081e-20
1.555477e-03    6.565896e-20
1.591720e-03    6.277647e-20
1.628807e-03    6.002721e-20
1.666758e-03    5.740532e-20
1.705594e-03    5.490524e-20
1.745334e-03    5.252164e-20
1.786000e-03    5.024944e-20
1.827614e-03    4.808380e-20
1.870198e-03    4.602009e-20
1.913773e-03    4.405391e-20
1.958364e-03    4.218104e-20
2.003994e-03    4.039752e-20
2.050688e-03    3.869940e-20
2.098468e-03    3.708319e-20
2.147363e-03    3.554528e-20
2.197395e-03    3.408245e-20
2.248596e-03    3.269140e-20
2.300987e-03    3.136922e-20
2.354600e-03    3.011294e-20
2.409463e-03    2.891980e-20
2.465604e-03    2.778717e-20
2.523051e-03    2.671258e-20
2.581840e-03    2.569349e-20
2.641995e-03    2.472772e-20
2.703555e-03    2.381293e-20
2.766546e-03    2.294709e-20
2.831007e-03    2.212809e-20
2.896970e-03    2.135397e-20
2.964469e-03    2.062287e-20
3.033541e-03    1.993294e-20
3.104224e-03    1.928243e-20
3.176552e-03    1.866965e-20
3.250565e-03    1.809295e-20
3.326303e-03    1.755073e-20
3.403807e-03    1.704145e-20
3.483114e-03    1.656363e-20
3.564271e-03    1.611580e-20
3.647319e-03    1.569655e-20
3.732301e-03    1.530452e-20
3.819263e-03    1.493836e-20
3.908253e-03    1.459678e-20
3.999315e-03    1.427852e-20
4.092499e-03    1.398235e-20
4.187855e-03    1.370709e-20
4.285431e-03    1.345161e-20
4.385282e-03    1.321477e-20
4.487460e-03    1.299551e-20
4.592017e-03    1.279281e-20
4.699012e-03    1.260566e-20
4.808499e-03    1.243312e-20
4.920536e-03    1.227427e-20
5.035185e-03    1.212824e-20
5.152505e-03    1.199421e-20
5.272558e-03    1.187138e-20
5.395408e-03    1.175902e-20
5.521122e-03    1.165641e-20
5.649763e-03    1.156289e-20
5.781403e-03    1.147785e-20
5.916109e-03    1.140068e-20
6.053955e-03    1.133084e-20
6.195011e-03    1.126783e-20
6.339356e-03    1.121116e-20
6.487064e-03    1.116039e-20
6.638212e-03    1.111511e-20
6.792882e-03    1.107495e-20
6.951155e-03    1.103955e-20
7.113118e-03    1.100860e-20
7.278853e-03    1.098179e-20
7.448452e-03    1.095886e-20
7.622001e-03    1.093957e-20
7.799592e-03    1.092370e-20
7.981323e-03    1.091103e-20
8.167287e-03    1.090140e-20
8.357586e-03    1.089463e-20
8.552317e-03    1.089060e-20
8.751586e-03    1.088916e-20
8.955498e-03    1.089020e-20
9.164160e-03    1.089364e-20
9.377686e-03    1.089938e-20
9.596187e-03    1.090736e-20
9.819778e-03    1.091752e-20
1.004858e-02    1.092982e-20
1.028271e-02    1.094422e-20
1.052230e-02    1.096071e-20
1.076747e-02    1.097926e-20
1.101835e-02    1.099989e-20
1.127508e-02    1.102260e-20
1.153779e-02    1.104740e-20
1.180662e-02    1.107434e-20
1.208171e-02    1.110344e-20
1.236321e-02    1.113476e-20
1.265128e-02    1.116835e-20
1.294605e-02    1.120428e-20
1.324770e-02    1.124263e-20
1.355636e-02    1.128349e-20
1.387223e-02    1.132695e-20
1.419545e-02    1.137312e-20
1.452621e-02    1.142214e-20
1.486467e-02    1.147412e-20
1.521101e-02    1.152921e-20
1.556543e-02    1.158758e-20
1.592811e-02    1.164938e-20
1.629923e-02    1.171482e-20
1.667900e-02    1.178410e-20
1.706762e-02    1.185743e-20
1.746530e-02    1.193506e-20
1.787224e-02    1.201724e-20
1.828866e-02    1.210426e-20
1.871479e-02    1.219643e-20
1.915084e-02    1.229407e-20
1.959706e-02    1.239754e-20
2.005368e-02    1.250723e-20
2.052093e-02    1.262358e-20
2.099905e-02    1.274704e-20
2.148833e-02    1.287812e-20
2.198901e-02    1.301736e-20
2.250136e-02    1.316537e-20
2.302563e-02    1.332280e-20
2.356214e-02    1.349037e-20
2.411113e-02    1.366887e-20
2.467293e-02    1.385916e-20
2.524780e-02    1.406220e-20
2.583607e-02    1.427903e-20
2.643806e-02    1.451080e-20
2.705406e-02    1.475880e-20
2.768443e-02    1.502444e-20
2.832946e-02    1.530929e-20
2.898955e-02    1.561508e-20
2.966500e-02    1.594375e-20
3.035619e-02    1.629746e-20
3.106350e-02    1.667861e-20
3.178727e-02    1.708987e-20
3.252792e-02    1.753426e-20
3.328582e-02    1.801511e-20
3.406137e-02    1.853616e-20
3.485502e-02    1.910159e-20
3.566714e-02    1.971607e-20
3.649818e-02    2.038476e-20
3.734858e-02    2.111339e-20
3.821880e-02    2.190824e-20
3.910930e-02    2.277612e-20
4.002055e-02    2.372432e-20
4.095303e-02    2.476040e-20
4.190724e-02    2.589190e-20
4.288367e-02    2.712582e-20
4.388286e-02    2.846775e-20
4.490534e-02    2.992061e-20
4.595162e-02    3.148271e-20
4.702229e-02    3.314517e-20
4.811793e-02    3.488845e-20
4.923906e-02    3.667841e-20
5.038634e-02    3.846255e-20
5.156034e-02    4.016794e-20
5.276169e-02    4.170324e-20
5.399105e-02    4.296707e-20
5.524903e-02    4.386367e-20
5.653634e-02    4.432286e-20
5.785363e-02    4.431757e-20
5.920163e-02    4.387108e-20
6.058103e-02    4.305069e-20
6.199256e-02    4.195087e-20
6.343698e-02    4.067359e-20
6.491507e-02    3.931279e-20
6.642758e-02    3.794561e-20
6.797535e-02    3.663004e-20
6.955917e-02    3.540658e-20
7.117990e-02    3.430170e-20
7.283840e-02    3.333176e-20
7.453553e-02    3.250631e-20
7.627220e-02    3.183088e-20
7.804936e-02    3.130904e-20
7.986791e-02    3.094391e-20
8.172883e-02    3.073933e-20
8.363311e-02    3.070072e-20
8.558177e-02    3.083575e-20
8.757581e-02    3.115503e-20
8.961632e-02    3.167262e-20
9.170440e-02    3.240650e-20
9.384110e-02    3.337888e-20
9.602760e-02    3.461614e-20
9.826505e-02    3.614786e-20
1.005546e-01    3.800427e-20
1.028976e-01    4.021056e-20
1.052951e-01    4.277574e-20
1.077484e-01    4.567335e-20
1.102590e-01    4.881234e-20
1.128280e-01    5.200301e-20
1.154569e-01    5.493875e-20
1.181470e-01    5.723277e-20
1.208999e-01    5.853848e-20
1.237168e-01    5.871051e-20
1.265994e-01    5.788561e-20
1.295492e-01    5.641181e-20
1.325677e-01    5.469507e-20
1.356565e-01    5.308129e-20
1.388173e-01    5.181785e-20
1.420518e-01    5.106950e-20
1.453616e-01    5.095234e-20
1.487485e-01    5.156579e-20
1.522143e-01    5.301656e-20
1.557609e-01    5.543314e-20
1.593902e-01    5.896586e-20
1.631039e-01    6.375582e-20
1.669043e-01    6.983104e-20
1.707931e-01    7.686285e-20
1.747726e-01    8.378354e-20
1.788448e-01    8.867064e-20
1.830119e-01    8.975034e-20
1.872761e-01    8.706561e-20
1.916396e-01    8.244547e-20
1.960674e-01    7.790362e-20
2.005975e-01    7.458567e-20
2.052324e-01    7.304368e-20
2.099743e-01    7.356351e-20
2.148256e-01    7.640321e-20
2.197892e-01    8.186921e-20
2.248674e-01    9.016524e-20
2.300630e-01    1.007434e-19
2.353785e-01    1.109428e-19
2.408169e-01    1.157387e-19
2.463810e-01    1.124714e-19
2.520736e-01    1.046877e-19
2.578977e-01    9.741535e-20
2.638563e-01    9.331344e-20
2.699528e-01    9.337619e-20
2.761901e-01    9.823575e-20
2.825713e-01    1.086059e-19
2.891002e-01    1.243467e-19
2.957797e-01    1.406546e-19
3.026138e-01    1.457502e-19
3.096055e-01    1.361177e-19
3.167591e-01    1.232325e-19
3.240778e-01    1.156700e-19
3.315655e-01    1.159843e-19
3.392262e-01    1.253079e-19
3.470640e-01    1.442396e-19
3.550829e-01    1.666450e-19
3.632872e-01    1.717616e-19
3.716807e-01    1.553223e-19
3.802684e-01    1.392739e-19
3.854081e-01    1.349667e-19
3.906171e-01    1.352582e-19
3.958964e-01    1.405307e-19
4.012470e-01    1.512176e-19
4.066701e-01    1.672670e-19
4.121665e-01    1.862641e-19
4.177372e-01    2.007268e-19
4.233830e-01    2.014193e-19
4.291054e-01    1.891064e-19
4.349049e-01    1.734964e-19
4.407828e-01    1.618073e-19
4.467403e-01    1.566473e-19
4.527781e-01    1.587866e-19
4.588977e-01    1.688097e-19
4.650998e-01    1.870020e-19
4.713860e-01    2.106606e-19
4.777571e-01    2.287123e-19
4.842140e-01    2.266695e-19
4.907586e-01    2.082242e-19
4.973914e-01    1.891387e-19
5.041138e-01    1.780135e-19
5.109273e-01    1.771053e-19
5.178326e-01    1.873123e-19
5.248314e-01    2.093111e-19
5.319248e-01    2.394324e-19
5.391141e-01    2.597596e-19
5.464003e-01    2.502243e-19
5.537852e-01    2.243969e-19
5.612699e-01    2.044989e-19
5.688558e-01    1.981854e-19
5.743108e-01    2.028793e-19
5.798181e-01    2.157027e-19
5.853782e-01    2.366111e-19
5.909916e-01    2.626558e-19
5.966588e-01    2.838988e-19
6.023804e-01    2.864464e-19
6.081570e-01    2.693423e-19
6.139889e-01    2.461381e-19
6.198766e-01    2.279172e-19
6.258209e-01    2.187374e-19
6.318221e-01    2.195981e-19
6.378809e-01    2.310950e-19
6.439978e-01    2.536414e-19
6.501735e-01    2.846836e-19
6.564081e-01    3.119963e-19
6.627026e-01    3.153843e-19
6.690577e-01    2.932859e-19
6.754734e-01    2.655784e-19
6.819508e-01    2.463717e-19
6.884904e-01    2.398022e-19
6.950926e-01    2.468226e-19
7.017582e-01    2.681625e-19
7.084875e-01    3.023187e-19
7.152815e-01    3.366303e-19
7.221406e-01    3.437650e-19
7.290655e-01    3.177297e-19
7.360569e-01    2.850803e-19
7.431153e-01    2.642993e-19
7.502412e-01    2.600452e-19
7.574356e-01    2.734317e-19
7.630694e-01    2.965190e-19
7.687452e-01    3.288839e-19
7.744634e-01    3.613118e-19
7.802239e-01    3.751818e-19
7.860272e-01    3.602581e-19
7.918738e-01    3.300604e-19
7.977639e-01    3.024997e-19
8.036978e-01    2.857103e-19
8.096757e-01    2.816991e-19
8.156981e-01    2.910580e-19
8.217655e-01    3.143217e-19
8.278778e-01    3.499689e-19
8.340357e-01    3.875606e-19
8.402394e-01    4.032480e-19
8.464891e-01    3.838074e-19
8.527854e-01    3.481432e-19
8.591286e-01    3.183514e-19
8.655188e-01    3.028965e-19
8.719566e-01    3.034970e-19
8.784424e-01    3.208901e-19
8.849763e-01    3.552278e-19
8.915589e-01    4.001224e-19
8.981905e-01    4.311168e-19
9.048713e-01    4.202971e-19
9.116018e-01    3.810293e-19
9.183824e-01    3.447766e-19
9.252134e-01    3.254418e-19
9.320953e-01    3.257658e-19
9.390284e-01    3.466388e-19
9.460129e-01    3.877366e-19
9.517622e-01    4.293208e-19
9.575464e-01    4.582915e-19
9.633659e-01    4.534575e-19
9.692205e-01    4.202534e-19
9.751108e-01    3.825038e-19
9.810370e-01    3.553448e-19
9.869991e-01    3.433077e-19
9.929975e-01    3.472786e-19
9.990325e-01    3.678689e-19
1.005104e+00    4.048978e-19
1.011212e+00    4.519207e-19
1.017358e+00    4.867085e-19
1.023541e+00    4.817833e-19
1.029761e+00    4.435050e-19
1.036019e+00    4.017686e-19
1.042316e+00    3.740106e-19
1.048650e+00    3.647346e-19
1.055023e+00    3.747983e-19
1.061435e+00    4.048441e-19
1.067886e+00    4.525963e-19
1.074376e+00    5.019893e-19
1.080905e+00    5.173336e-19
1.087474e+00    4.846248e-19
1.094083e+00    4.358934e-19
1.100732e+00    3.996982e-19
1.107422e+00    3.847298e-19
1.114152e+00    3.924130e-19
1.120923e+00    4.235725e-19
1.127736e+00    4.761001e-19
1.134589e+00    5.312341e-19
1.140419e+00    5.472881e-19
1.146279e+00    5.210935e-19
1.152169e+00    4.752400e-19
1.158089e+00    4.352840e-19
1.164040e+00    4.117658e-19
1.170021e+00    4.069499e-19
1.176033e+00    4.214159e-19
1.182076e+00    4.556089e-19
1.188150e+00    5.065132e-19
1.194255e+00    5.577213e-19
1.200392e+00    5.754405e-19
1.206560e+00    5.446470e-19
1.212760e+00    4.934345e-19
1.218991e+00    4.512923e-19
1.225255e+00    4.290290e-19
1.231550e+00    4.286221e-19
1.237879e+00    4.507539e-19
1.244239e+00    4.954574e-19
1.250633e+00    5.552284e-19
1.257059e+00    6.008028e-19
1.263518e+00    5.936326e-19
1.270011e+00    5.428504e-19
1.276536e+00    4.897784e-19
1.283095e+00    4.566351e-19
1.289688e+00    4.484049e-19
1.296316e+00    4.659749e-19
1.302976e+00    5.097900e-19
1.309671e+00    5.736018e-19
1.316401e+00    6.269192e-19
1.323165e+00    6.225949e-19
1.329055e+00    5.756418e-19
1.334970e+00    5.229619e-19
1.340912e+00    4.852676e-19
1.346881e+00    4.684861e-19
1.352876e+00    4.735947e-19
1.358898e+00    5.012064e-19
1.364946e+00    5.507799e-19
1.371022e+00    6.132274e-19
1.377124e+00    6.586223e-19
1.383254e+00    6.509583e-19
1.389411e+00    5.990619e-19
1.395595e+00    5.423665e-19
1.401807e+00    5.039386e-19
1.408046e+00    4.897026e-19
1.414314e+00    5.005844e-19
1.420609e+00    5.372214e-19
1.426932e+00    5.972436e-19
1.433283e+00    6.629501e-19
1.439663e+00    6.910981e-19
1.446071e+00    6.559482e-19
1.452507e+00    5.919587e-19
1.458973e+00    5.392589e-19
1.465467e+00    5.123080e-19
1.471989e+00    5.134947e-19
1.478541e+00    5.435846e-19
1.485122e+00    6.019381e-19
1.491733e+00    6.752993e-19
1.498372e+00    7.196567e-19
1.505042e+00    6.931896e-19
1.511741e+00    6.251797e-19
1.517676e+00    5.714579e-19
1.523635e+00    5.393279e-19
1.529617e+00    5.317497e-19
1.535622e+00    5.493118e-19
1.541651e+00    5.924475e-19
1.547704e+00    6.573684e-19
1.553780e+00    7.236454e-19
1.559880e+00    7.483253e-19
1.566005e+00    7.102102e-19
1.572153e+00    6.437527e-19
1.578325e+00    5.875887e-19
1.584522e+00    5.564244e-19
1.590743e+00    5.529138e-19
1.596989e+00    5.777074e-19
1.603258e+00    6.309248e-19
